book_id,titulo,autor,genero,descripcion,paginas,ano,portada_url
XNNvPwAACAAJ,The Case of the Missing Marquess,Nancy Springer,young+adult,"Enola Holmes, much younger sister of detective Sherlock Holmes, must travel to London in disguise to unravel the disappearance of her missing mother.",,2006,https://covers.openlibrary.org/b/id/260208-L.jpg
dBqYCZorGp4C,The Fallen,Paul Langan,young+adult,Martin Luna struggles to rebuild his life after the death of his little brother and finds himself getting in trouble in school and at home.,146.0,2012,https://covers.openlibrary.org/b/id/866335-L.jpg
iEc8PgAACAAJ,The Positronic Man,Isaac Asimov,young+adult,"Andrew Martin, a standard housekeeping robot, allows the unique capabilities of his experimental brain to lead him to become an artist, businessman, and crusader, in a novel based on Asimov's short story, ""The Bicentennial Man""",304.0,1994,https://covers.openlibrary.org/b/id/10613027-L.jpg
ujfQK2PvUrUC,Hell's Heroes,Darren Shan,young+adult,"Everytime a magic window opens Demon armies enter this world trying to take it over. Only the Disciples, a dwindling group humans and magical creatures, have the strength to oppose the demons in the final battle for this world.",32.0,2010,https://covers.openlibrary.org/b/id/6959016-L.jpg
CnS7AAAAIAAJ,The Acorn People,Ron Jones,young+adult,The author's experiences as a camp counselor for severely handicapped children. Copyright ÃÂÃÂ© Libri GmbH. All rights reserved.,100.0,1990,https://covers.openlibrary.org/b/id/281120-L.jpg
Pvl1c_ge9A8C,Sudden Death in the Young,Roger W. Byard,young+adult,"Highly illustrated complete overview of pathological aspects of sudden death in the young, from before birth to middle adult life.",701.0,2010,https://covers.openlibrary.org/b/id/13568950-L.jpg
kVyQEAAAQBAJ,The 5th Wave,Rick Yancey,young+adult,"Cassie Sullivan, the survivor of an alien invasion, must rescue her young brother from the enemy with help from a boy who may be one of them.",,2014,https://covers.openlibrary.org/b/id/7393264-L.jpg
1IoVAyIbtfMC,Treating Complex Trauma in Adolescents and Young Adults,John N. Briere,young+adult,"Bad Blood reveals that Bastille is a synth-driven band that isn't particularly arty, something of a rarity during the electronic pop revival of the 2000s and 2010s. Where many of their contemporaries used the glamour of synth-pop's '80s heyday and electronic music's infinite possibilities to craft shiny pop fantasies, Bastille builds on the glossy, anthemic approach they set forth on the Laura Palmer EP (the title track, which is included here, might also be the least arty song inspired by David Lynch's surreal soap opera Twin Peaks). Early highlights like ""Pompeii,"" ""These Streets,"" and the title track boast panoramic choruses and sleek arrangements that hint at a kinship with Empire of the Sun and Delphic, while the handclaps and popping bassline on the otherwise moody ""Icarus"" recall Hot Chip at their most confessional. However, most of Bad Blood suggests that Bastille are actually an electronically enhanced upgrade of sweeping British pop traditionalists like Keane or Coldplay. The band updates ""Oblivion""'s piano balladry with ping-ponging drums and contrasts Dan Smith's throaty singing and searching lyrics (""There's a hole in my soul/Can you fill it?"") with a tumbling beat on ""Flaws."" Like the aforementioned acts, Bastille has a way with heartfelt melodies and choruses that resonate, particularly on the driving ""Things We Lost in the Fire"" and ""Get Home,"" where the slightly processed vocals also evoke Sia, Imogen Heap, and other electronic-friendly singer/songwriters. While the band occasionally gets a little too self-serious on the album's second half, Bad Blood is a solid, polished debut that fans of acts like Snow Patrol (who don't mind more electronics in the mix) might appreciate more than synth-pop aficionados. ~ Heather Phares",273.0,2012,
_nXNDgAAQBAJ,Rickety Stitch and the Gelatinous Goo,Ben Costa,young+adult,"A walking, talking, singing skeleton minstrel who has mysteriously retained his soul within the confines of the dungeon where he has been imprisoned departs with his sidekick, a gelatinous monster, to investigate clues about his identity in snippets of a song he hears in his dreams.",209.0,2017,https://covers.openlibrary.org/b/id/10875035-L.jpg
LkLpx-fxDMUC,Deadly Secret,Jennifer Lynn,young+adult,"Courteney Baker, a young teenage girl, falls victim to an eating disorder she later discovers could lead to her death. Courteney turns to friendships and her faith in the Lord to help her through this fatal struggle. Deadly Secret educates about the powerful and dangerous affects of eating disorders through a story of genuine life struggles and a message of faith. Jennifer Lynn offers inspiration, hope, and healing to those who may be concealing a Deadly Secret.",180.0,2007,https://covers.openlibrary.org/b/id/2978868-L.jpg
q84aaMuvup4C,Taming the Star Runner,S. E. Hinton,young+adult,"Sent to live with his uncle after a violent confrontation with his stepfather, sixteen-year-old Travis, an aspiring writer, finds life in a small Oklahoma town confining until he meets an eighteen-year-old horse trainer named Casey.",181.0,1989,https://covers.openlibrary.org/b/id/6927606-L.jpg
vR9iQgAACAAJ,The Invisible Man,H. G. Wells,young+adult,The English village of Bramblehurst is intimidated by a mysterious stranger whose face is completely wrapped in bandages,157.0,1964,https://covers.openlibrary.org/b/id/6419199-L.jpg
3X5fnAEACAAJ,Young Adult Health,American Academy of Pediatrics Section on Adolescent Health,young+adult,"Adolescent Medicine: State of the Art Reviews helps you stay up-to-date in key areas of current clinical practice This widely respected resource continues to deliver high-quality, evidence-based information needed for day-to-day diagnostic and management problem-solving. Topics in this issue include Approaching Young Adult Health and Medicine from a Developmental Perspective, Seizing the Opportunity: Improving Young Adult Preventive Health Care, Health Insurance, Patient Protection and Affordable Care Act, and Young Adults, Social Media and Health, Helping Those Who Serve: Care of the Young Adult Veteran, Mental Health Among Late Adolescents and Young Adults from a Population-Level and Clinical Perspective, Nonmedical Use of Prescription Medications in Young Adults, The Transition from Adolescence to Adulthood and Associated Substance Use/Abuse, Young Adults with Type 1 Diabetes: How to Help, Asperger Syndrome in Young Adulthood: The Physician As Supportive Coach and Medical Advisor, Primary Care for Adult Survivors of Childhood Cancer: Medical Needs and Required Strategies, ADHD Diagnosis and Treatment in College Students and Young Adults Book jacket.",,2013,
aodoEAAAQBAJ,Neuro-behavioral Manifestations of Prader-Willi Syndrome,Deepan Singh,young+adult,An accessible guidebook for all clinicians and caregivers addressing the neurobehavioral problems associated with Prader-Willi Syndrome.,201.0,2022,
yvoYQVySRHUC,The Adolescent and Young Adult Self-harming Treatment Manual,Matthew D. Selekman,young+adult,A detailed treatment protocol for working with self-harming adolescents and young adults.,340.0,2009,
4JkdHOHCyjoC,A Heart Set Free,David Leyden,young+adult,Rachel was angry with God for allowing her father to die. But a visit from a heavenly stranger changed everything. Share in Rachel's experience as she discovers answers to questions that trouble many people in today's confusing world: Why should I believe in God? What will happen to me after I die? What is heaven like? How can I be certain I am going to heaven? Why must God keep sin out of heaven? Where does sin come from? Why does God allow bad things to happen? What's in store for our troubled earth? What will happen in the near future? What's so special about Jesus? Does God really love me just the way I am? What do angels do? Is God still really in control? Spend some time with this book and you will experience for yourself the joy of a heart set free.,214.0,2002,https://covers.openlibrary.org/b/id/1976232-L.jpg
xgWt0AEACAAJ,Soul Eater: The Perfect Edition 17,Atsushi Ohkubo,young+adult,"Experience the quirky, action-packed adventures of Maka and Soul Eater like never before, with this all-new, deluxe collector's edition to celebrate Atsushi Ohkubo's global hit!! Series finale! The young heroes of DWMA pull out all the stops against the Kishin. Maka taps into her black blood through Soul's piano; Black*Star unlocks his full potential alongside Tsubaki; Kid awakens the power of a true reaper with Liz and Patty's support. At the end of the long fight, will it be courage or fear that reigns supreme? Meisters and their Weapons take on a whole new look in the gorgeous Soul Eater: The Perfect Edition! Dive into Maka and Soul's adventures in a unique larger format on high-end paper stock that maximizes the dynamic art of the series! Each volume of this deluxe omnibus edition of the megahit manga includes: The content of approximately 11/2 original volumes! The original color pages from the manga's Japanese serialization! An updated translation and lettering! Brand-new cover art drawn by creator Atsushi Ohkubo himself!",,2024,https://covers.openlibrary.org/b/id/12728968-L.jpg
6HdQAAAAMAAJ,Van Von Hunter,Ron Kaulfersch,young+adult,"Van Von Hunter, mighty warrior, and his evil-thwarting companion, the amnesiac Sidekick, travel through the lands of Dikay, trying to find evil things to fight.",196.0,2005,https://covers.openlibrary.org/b/id/1847522-L.jpg
